date,comment,sentiment,score,topic,post_id,post_text
2025-11-18,cette plateforme est nulle,négatif,-0.9622219800949097,Service Client,0,Dans notre mission d
2025-11-18,Cv,neutre,0.0,Service Client,0,Dans notre mission d
2025-11-18,je n'aime pas vos postes,négatif,-0.9620594382286072,Autre,1,Les femmes de Yas au
2025-11-18,Super ! Bravo !,positif,0.907413899898529,Autre,1,Les femmes de Yas au
2025-11-18,Bravo 🎊 mes ladies,positif,0.9335039258003235,Couverture,2,Revivez les moments 
2025-11-18,Très fière de vous Ladies 🎗️🎗️🎗️,positif,0.9126976728439331,Couverture,2,Revivez les moments 
2025-11-18,Oui d'accord,neutre,0.0,Couverture,4,"Le 
hashtag
#CampAGC"
2025-11-18,"Bonjour !
Mais comment faire pour rejoindre le groupe",neutre,0.0,Couverture,4,"Le 
hashtag
#CampAGC"
2025-11-18,"Vive ONU Femme, Vive Yas 
Yéna meilleur 🥰🥰🥰",positif,0.8375228643417358,Couverture,4,"Le 
hashtag
#CampAGC"
2025-11-18,Très bonne initiative 👌,positif,0.9234486818313599,Couverture,4,"Le 
hashtag
#CampAGC"
2025-11-18,Yes aux Opportunités avec Yas,positif,0.8593814373016357,Service Client,5,🎉 Yas Sénégal au SIP
2025-11-18,Le meilleur,positif,0.9075643420219421,Service Client,5,🎉 Yas Sénégal au SIP
2025-11-18,"En tant que passionnée par l'innovation, le digital et les projets à impact, je trouve cette initiative particulièrement inspirante. Ce genre de démarche motive et challenge aussi celles et ceux qui travaillent à créer du changement dans leur domain 💯 Well done 👏",positif,0.9524944424629211,Application,7,🚀 Heureux de vous an
2025-11-18,"Félicitations Adnane pour cette innovation qui j’en suis sûre, transformera la vie de plusieurs sénégalais (ma mère en 1er) 👏🏽👌.
Cc Karamokho BADIANE & team 👏🏽.",positif,0.9361619353294373,Application,7,🚀 Heureux de vous an
2025-11-18,Superbe innovation,positif,0.8858765959739685,Application,7,🚀 Heureux de vous an
2025-11-18,AKASSAA Yas Senegal !,positif,0.6582350730895996,Autre,9,Clap de fin sur la 4
